student_dir,opponent,games_won,num_ties,student_stacks,opponent_stacks,points_earned
b11705048,strong5,2,0,6875,3119.4633174444443,0
b10902019,baseline1,3,0,5840,159.5,5
b10902019,baseline2,3,0,5999.0,1999.75,5
b10902019,baseline3,3,0,4030,1967.65234375,5
b10902019,baseline4,0,0,3408.946978898743,6565.398947496329,0.0
b10902019,baseline5,3,0,3175.5551850221914,4817.966350477722,5
b10902019,baseline6,2,0,5001.222222222223,4996.37037037037,3.0
b10902019,baseline7,3,0,5990,10,5
b10902019,strong1,1,0,3723,6277,0
b10902019,strong2,0,0,3792.0,6208.0,0
b10902019,strong3,3,0,3245,2755,2
b10902019,strong4,2,0,5596.466,4397.097086666667,0
b10902019,strong5,3,0,7469.79042924,2524.014841945856,2
b10902114,baseline1,3,0,4200.0,3789.320361328125,5
b10902114,baseline2,3,0,4196.0,3798.0939453125,5
b10902114,baseline3,2,0,4949.2,5035.778515625,3.0
b10902114,baseline4,1,0,4820.887558488745,5152.447948844396,1.5
b10902114,baseline5,0,0,4493.8,5496.067197502349,0.0
b10902114,baseline6,3,0,5913.8,4079.933333333333,5
b10902114,baseline7,0,0,4899.4,5096,0.0
b10902114,strong1,2,0,4988.8,5007.6,0
b10902114,strong2,1,0,4837.199999999999,5158.5,0
b10902114,strong3,3,0,4234.4,3765,2
b10902114,strong4,0,0,4936.8,5041.247401854474,0
b10902114,strong5,0,0,4615.575999999999,5372.363359078421,0
b09303016,baseline1,3,0,3226.671875,2769.30078125,5
b09303016,baseline2,3,0,3112.9375,2885.09375,5
b09303016,baseline3,3,0,3060,2939.75,5
b09303016,baseline4,3,0,4927.730440630026,3060.311804797323,5
b09303016,baseline5,3,0,3075.8497951752397,2923.172052799273,5
b09303016,baseline6,3,0,4355.718518518519,3641.9851851851854,5
b09303016,baseline7,1,0,3835,6165,1.5
b09303016,strong1,3,0,5090,4910,2
b09303016,strong2,2,0,5192,4805.82,0
b09303016,strong3,3,0,3225,4775,2
b09303016,strong4,3,0,3304.096133990537,2678.1355995833337,2
b09303016,strong5,2,0,4909.1,5087.583333333333,0
b10902087,baseline1,2,0,4000,5995.234375,3.0
b10902087,baseline2,2,0,5684.875,4311.0,3.0
b10902087,baseline3,1,0,4703.640625,5291.828125,1.5
b10902087,baseline4,0,0,1690.029559754506,8294.538024839932,0.0
b10902087,baseline5,0,0,4452.532999544836,5546.532999544836,0.0
b10902087,baseline6,3,0,6869.62962962963,3121.3333333333335,5
b10902087,baseline7,1,0,4054,5946,1.5
b10902087,strong1,0,0,3481,6519,0
b10902087,strong2,1,0,5918.0,4082.0,0
b10902087,strong3,3,0,4376,3624,2
b10902087,strong4,1,0,4892.706037809565,5095.767567054009,0
b10902087,strong5,0,0,2807.2620000000006,7189.762000000001,0
b09203001,baseline1,3,0,5126.447114482667,871.1723033715555,5
b09203001,baseline2,3,0,3995.7798333333335,4001.884,5
b09203001,baseline3,3,0,5020.82045,4974.7925,5
b09203001,baseline4,3,0,5606.7082099555555,4378.22774854369,5
b09203001,baseline5,1,0,1298.6802,8695.51042303141,1.5
b09203001,baseline6,3,0,5966.267131999999,2029.8439324444444,5
b09203001,baseline7,1,0,3965.0,6030.0,1.5
b09203001,strong1,3,0,4506.2245066666665,3490,2
b09203001,strong2,1,0,3986.0,6008.0,0
b09203001,strong3,3,0,3145,6855.0,2
b09203001,strong4,3,0,4177.151074235733,5806.466129358981,2
b09203001,strong5,3,0,5981.594441495822,3999.0,2
b07401120,baseline1,1,0,4410.099999999999,5588.5,1.5
b07401120,baseline2,1,0,4659.5,5337.9375,1.5
b07401120,baseline3,1,0,4656.8,5340.84375,1.5
b07401120,baseline4,1,0,5134.0,4850.8558144631115,1.5
b07401120,baseline5,1,0,3778.7895835173936,6215.786447422719,1.5
b07401120,baseline6,1,0,3741.6666666666665,6254.57111111111,1.5
b07401120,baseline7,2,0,5687.0,4308.0,3.0
b07401120,strong1,2,2,4024.2,5971.2,0
b07401120,strong2,3,0,5963.0,4012.3000000000584,2
b07401120,strong3,1,3,5758.0,4241.0,2
b07401120,strong4,1,0,4701.0,5286.540969761159,0
b07401120,strong5,1,0,5648.0,4347.0,0
b10201054,baseline1,3,0,3644.0,2355.5,5
b10201054,baseline2,3,0,3577.8125,2420.9375,5
b10201054,baseline3,3,0,3911.0,2087.375,5
b10201054,baseline4,2,0,3002.5467001157854,6984.436323513795,3.0
b10201054,baseline5,3,0,5008,4992.0,5
b10201054,baseline6,3,0,4837.04,5161.04,5
b10201054,baseline7,2,0,3820,6180,3.0
b10201054,strong1,3,0,4019,1981,2
b10201054,strong2,0,0,0.0,10000.0,0
b10201054,strong3,3,0,5090,4910,2
b10201054,strong4,3,0,5039.0,2937.462015287756,2
b10201054,strong5,1,0,2407.0,7589.038605226667,0
b11902107,baseline1,3,0,3114.759739342382,2879.854547979193,5
b11902107,baseline2,2,0,4718.272209861219,5276.929506737701,3.0
b11902107,baseline3,3,0,3173.680029943207,2824.3598711161535,5
b11902107,baseline4,1,0,5055.973808676184,4918.579834488805,1.5
b11902107,baseline5,2,0,4875.0745508552745,5111.016450164907,3.0
b11902107,baseline6,2,0,4670.096172085569,5320.891074340318,3.0
b11902107,baseline7,2,0,5267.582195521523,4728.0,3.0
b11902107,strong1,2,0,3530.3518667293124,6465.0,0
b11902107,strong2,2,0,4854.378541005726,5139.509553364873,0
b11902107,strong3,3,0,4205,5795,2
b11902107,strong4,2,0,2951.4780929078834,7031.806374293983,0
b11902107,strong5,3,0,5609.425805067149,2383.584,2
b11902127,baseline1,3,0,3585.0,2414.25,5
b11902127,baseline2,3,0,3201.0,2798.0625,5
b11902127,baseline3,3,0,4068.0,1928.953125,5
b11902127,baseline4,3,0,5701.0,2287.68383111363,5
b11902127,baseline5,2,0,2988.3668639053253,7008.091033227129,3.0
b11902127,baseline6,3,0,4848.0,1149.9555555555555,5
b11902127,baseline7,2,0,6045,3955,3.0
b11902127,strong1,3,0,5067,2933,2
b11902127,strong2,1,0,3972.25,6026.5,0
b11902127,strong3,3,0,3295,4705,2
b11902127,strong4,3,0,4147.022666666667,5835.054132988889,2
b11902127,strong5,1,0,4879,5106.0,0
b11902140,baseline1,3,0,3332.8874091627586,4663.107886077978,5
b11902140,baseline2,3,0,5068.636731052497,4925.06611024851,5
b11902140,baseline3,3,0,3062.6999094494895,2933.7936594494895,5
b11902140,baseline4,3,0,5866.565671260416,4111.70561281718,5
b11902140,baseline5,3,0,3053.351911012631,2939.9982732262933,5
b11902140,baseline6,3,0,5541.501587432873,4448.899886428653,5
b11902140,baseline7,2,0,6524.2237148624645,3462.031614960197,3.0
b11902140,strong1,3,0,5219.579545454545,2775,2
b11902140,strong2,2,0,5377.08056503491,4603.466191319154,0
b11902140,strong3,3,0,3221.0,4775.0,2
b11902140,strong4,2,0,4543.321953121164,5436.233062001257,0
b11902140,strong5,3,0,7116.874433090105,2867.0,2
b10902134,baseline1,3,0,5457.555555555556,539.6041666666666,5
b10902134,baseline2,3,0,4660.833333333333,1337.9166666666665,5
b10902134,baseline3,2,0,4413.87037037037,5582.421875,3.0
b10902134,baseline4,3,0,4968.137176148119,5011.540316850423,5
b10902134,baseline5,3,0,5405.350588694466,4584.656376321183,5
b10902134,baseline6,3,0,7114.555555555556,2880.5555555555557,5
b10902134,baseline7,1,0,2239.0,7759.0,1.5
b10902134,strong1,1,0,4302.222222222222,5692,0
b10902134,strong2,0,0,3916.0,6079.666666666666,0
b10902134,strong3,3,0,4175,3825,2
b10902134,strong4,2,0,4804.925851851852,5185.471534,0
b10902134,strong5,2,0,5113.9629629629635,4875.347923181986,0
b10902077,baseline1,3,0,4210.0,1788.1875,5
b10902077,baseline2,3,0,4401.0,1598.25,5
b10902077,baseline3,3,0,4598.0,1401.25,5
b10902077,baseline4,3,0,5008.0,2987.269422154688,5
b10902077,baseline5,3,0,7936.0,2057.3736913973607,5
b10902077,baseline6,3,0,6593.0,3407.0,5
b10902077,baseline7,1,0,5839.0,4161.0,1.5
b10902077,strong1,3,0,4705.0,1295.0,2
b10902077,strong2,3,0,5201.0,799.0,2
b10902077,strong3,3,0,4175.0,5825.0,2
b10902077,strong4,2,0,2457.19125,7524.7261,0
b10902077,strong5,2,0,5990.36,4005.579773752533,0
b10902037,baseline1,3,0,3328.928189500954,2665.2576299960815,5
b10902037,baseline2,3,0,5710,2290,5
b10902037,baseline3,3,0,3464.9668367551726,2529.666572510598,5
b10902037,baseline4,2,0,3712.0,6279.506357941654,3.0
b10902037,baseline5,3,0,4033.4623507785877,1959.7377195180836,5
b10902037,baseline6,3,0,4006.9991814381674,5985.810898672236,5
b10902037,baseline7,3,0,5218.161499305985,2777.0,5
b10902037,strong1,3,0,4055.7663079608556,3940,2
b10902037,strong2,3,0,4121.849792777555,5856.649994947964,2
b10902037,strong3,3,0,4010.3872031442606,5985.164920804056,2
b10902037,strong4,3,0,3565.555372164603,4410.151686242404,2
b10902037,strong5,3,0,5959.964209683103,28.0,2
b10401008,baseline1,3,0,4242.0802001953125,1753.3350830078125,5
b10401008,baseline2,3,0,4020,1979.5,5
b10401008,baseline3,3,0,3670,2326.02734375,5
b10401008,baseline4,3,0,5384.550453285665,4596.0666551150625,5
b10401008,baseline5,3,0,6025.136921606546,1966.691482012238,5
b10401008,baseline6,2,0,4760.044444444445,5234.4400000000005,3.0
b10401008,baseline7,2,0,6558,3442,3.0
b10401008,strong1,3,0,5005,995,2
b10401008,strong2,0,0,4244.0,5756.0,0
b10401008,strong3,3,0,3605,6395,2
b10401008,strong4,2,0,4712.9675355864,5266.205673017882,0
b10401008,strong5,2,0,5140.40365036,4851.0,0
b09705002,baseline1,3,0,3640.1647073500003,2356.20595735,5
b09705002,baseline2,3,0,5164.260940862016,2831.22075222625,5
b09705002,baseline3,2,0,5057.411248003388,4926.921493066475,3.0
b09705002,baseline4,2,0,5704.977048646465,4270.196402667314,3.0
b09705002,baseline5,3,0,5108.700522452646,4877.931940280221,5
b09705002,baseline6,3,0,5139.500425533191,2852.215741896126,5
b09705002,baseline7,0,0,4667.588789859999,5329,0.0
b09705002,strong1,3,0,5675.74,323,2
b09705002,strong2,1,0,4338.820350435481,5654.993081587,0
b09705002,strong3,3,0,4072.7414799999997,3925,2
b09705002,strong4,2,0,4831.4516281850065,5151.838021816328,0
b09705002,strong5,1,0,5571.121686872977,4406.6055011752005,0
b10902012,baseline1,3,0,4473.6777692620235,1519.014040244589,5
b10902012,baseline2,3,0,3623.571740166944,4371.630966181174,5
b10902012,baseline3,3,0,3629.046626854113,2366.935455246914,5
b10902012,baseline4,1,0,4721.6545234231635,5256.449027599135,1.5
b10902012,baseline5,2,0,5674.297485847577,4320.717562352488,3.0
b10902012,baseline6,3,0,4413.183433638322,1582.369232561633,5
b10902012,baseline7,2,0,6895.073852147909,3103,3.0
b10902012,strong1,2,0,4952.476488042601,5040.918089990817,0
b10902012,strong2,1,0,3963.7153282544386,6034.5547107438015,0
b10902012,strong3,3,0,4210,3790,2
b10902012,strong4,3,0,6284.077780983233,3691.761920895544,2
b10902012,strong5,1,0,3087.5013264997233,6904.1684444444445,0
b11902129,baseline1,3,0,5510.0,2489.5,5
b11902129,baseline2,3,0,5112.0,887.5,5
b11902129,baseline3,3,0,3409.207620113988,2585.8357553120277,5
b11902129,baseline4,0,0,976.0,9017.018596689388,0.0
b11902129,baseline5,1,0,3085.0730880978235,6902.567592171144,1.5
b11902129,baseline6,3,0,5996.0,1998.3383668762572,5
b11902129,baseline7,3,0,5809.145086984409,4185.0,5
b11902129,strong1,3,0,4448.910562864339,5550,2
b11902129,strong2,1,0,2413.0,7578.98344763747,0
b11902129,strong3,3,0,4438.867650270572,5560.0,2
b11902129,strong4,3,0,5440.0,4551.911243140741,2
b11902129,strong5,3,0,5880.0,115,2
b10902024,baseline1,3,0,3766.772127937924,2230.7894492200967,5
b10902024,baseline2,3,0,4550.061752421436,1447.5179567433872,5
b10902024,baseline3,3,0,4034.8612876645425,1960.0,5
b10902024,baseline4,2,0,3459.0,6524.405337099027,3.0
b10902024,baseline5,3,0,3027.1404647900467,2963.934599328613,5
b10902024,baseline6,3,0,3940.8674026290964,2051.5063827246145,5
b10902024,baseline7,2,0,4020.2712096267974,5972.433626708226,3.0
b10902024,strong1,3,0,5561.553009940663,2428.0,2
b10902024,strong2,2,0,4189.616471666582,5786.136254199406,0
b10902024,strong3,3,0,3868.589385424682,2126.866498489603,2
b10902024,strong4,3,0,3064.2292131905615,2912.5754272425984,2
b10902024,strong5,1,0,2078.399493670886,7894.313613815709,0
b10502042,baseline1,3,0,5999,4000,5
b10502042,baseline2,3,0,5999.0,4000,5
b10502042,baseline3,3,0,5526.0,2469.0693359375,5
b10502042,baseline4,1,0,2974.0,7021.6445059288535,1.5
b10502042,baseline5,2,1,5140,4860.0,5
b10502042,baseline6,1,0,2080.0,7915.0,1.5
b10502042,baseline7,1,0,3719,6281,1.5
b10502042,strong1,1,0,3702,6298,0
b10502042,strong2,1,0,4174.0,5826.0,0
b10502042,strong3,3,0,4350,3650,2
b10502042,strong4,0,0,1932.0515552000002,8057.673777422222,0
b10502042,strong5,1,0,2170.112,7829.0,0
b10204022,baseline1,3,0,4238.268254324871,1760.469953442263,5
b10204022,baseline2,3,0,4101.329675827356,3893.9598010801083,5
b10204022,baseline3,3,0,3055.4204716032527,2931.6837070916677,5
b10204022,baseline4,2,0,2504.0580334244514,7483.936574552203,3.0
b10204022,baseline5,3,0,3048.1157939329564,2945.4504241135974,5
b10204022,baseline6,3,0,4251.641108551448,3740.6434924864875,5
b10204022,baseline7,3,0,5081.810445220621,4912.534651241154,5
b10204022,strong1,3,0,3011.0282442449575,2982.128213764455,2
b10204022,strong2,2,0,4107.1258962382235,5876.426484431247,0
b10204022,strong3,3,0,3206.8302409243274,4786.9847342266075,2
b10204022,strong4,2,0,2453.6217335811075,7522.397744788173,0
b10204022,strong5,2,0,3903.170676860805,6075.289451684891,0
b10902112,baseline1,3,0,5865,135.0,5
b10902112,baseline2,3,0,5115.8712054,2882.5,5
b10902112,baseline3,3,0,3473.0,2525.75,5
b10902112,baseline4,3,0,4797.8412077247995,5185.601572018555,5
b10902112,baseline5,3,0,4300.236142296234,3695,5
b10902112,baseline6,3,0,4765.0,1233.117350131667,5
b10902112,baseline7,3,0,5176.1583608,4818.0,5
b10902112,strong1,3,0,3014.90272,2985,2
b10902112,strong2,2,0,3384.0,6605.0,0
b10902112,strong3,3,0,3399.0,4600,2
b10902112,strong4,3,0,3052.6361713767083,4929.3639571566255,2
b10902112,strong5,3,0,6111.0,3880.0,2
b10902085,baseline1,3,0,3277.0,4716.30859375,5
b10902085,baseline2,3,0,3656.5,4340.7392578125,5
b10902085,baseline3,3,0,4152.900634765625,5837.076416015625,5
b10902085,baseline4,2,0,2270.955381924624,7704.752289091848,3.0
b10902085,baseline5,3,0,4015.4600240671825,3979.1344218538206,5
b10902085,baseline6,3,0,3192.6,2805.822222222222,5
b10902085,baseline7,2,0,4762,5238,3.0
b10902085,strong1,1,2,4195,5805,0
b10902085,strong2,1,0,4951,5048.0,0
b10902085,strong3,3,0,4055,3945,2
b10902085,strong4,2,0,4345.896916388889,5636.011320339506,0
b10902085,strong5,3,0,5899.376,4092.0,2
b11902023,baseline1,3,0,3320.0,2676.28125,5
b11902023,baseline2,3,0,4005.125,3987.75,5
b11902023,baseline3,3,0,3927.0,2072.25,5
b11902023,baseline4,3,0,5990.99,0,5
b11902023,baseline5,3,0,3320.0,2680.0,5
b11902023,baseline6,2,0,3381.666666666667,6608.074074074075,3.0
b11902023,baseline7,1,0,2160.0,7838.0,1.5
b11902023,strong1,3,0,6107.0,1892,2
b11902023,strong2,2,0,5491.5,4501.0,0
b11902023,strong3,3,0,4082.0,3915.0,2
b11902023,strong4,3,0,3148.3659185388883,2836.362299737408,2
b11902023,strong5,3,0,6367.175301213334,3622.0,2
b10902020,baseline1,1,0,4505,5495,1.5
b10902020,baseline2,1,0,4665,5334.25,1.5
b10902020,baseline3,1,0,4680,5317.76953125,1.5
b10902020,baseline4,1,0,5305,4683.8802432462,1.5
b10902020,baseline5,2,0,5853,4145,3.0
b10902020,baseline6,1,0,4350,5649.333333333333,1.5
b10902020,baseline7,1,0,5720,4280,1.5
b10902020,strong1,1,2,5485,4515,0
b10902020,strong2,2,0,4179,5818.0,0
b10902020,strong3,1,3,4045,5955,0
b10902020,strong4,1,0,4078.0,5909.856555555556,0
b10902020,strong5,2,0,4372.112,5624.0,0
b11902135,baseline1,2,0,3685.0,6314.25,3.0
b11902135,baseline2,3,0,5570.0,2429.25,5
b11902135,baseline3,3,0,4437.8,3560.265625,5
b11902135,baseline4,2,0,5517.0,4472.563882158684,3.0
b11902135,baseline5,0,0,3879.0,6118.707328174785,0.0
b11902135,baseline6,3,0,5463.0,535.5185185185185,5
b11902135,baseline7,1,0,4835.0,5165.0,1.5
b11902135,strong1,0,2,4905.0,5095,0
b11902135,strong2,1,0,5820.0,4180.0,0
b11902135,strong3,1,0,2055.0,7945.0,0
b11902135,strong4,0,0,1321.0,8670.018276496667,0
b11902135,strong5,1,0,3945.0,6053.566666666667,0
b10902052,baseline1,3,0,3612.3125,2385.6875,5
b10902052,baseline2,3,0,4124.146484375,3871.1796875,5
b10902052,baseline3,3,0,5183.532958984375,4806.484375,5
b10902052,baseline4,1,0,4641.3168648045685,5327.352096971204,1.5
b10902052,baseline5,2,0,4842.658773150042,5136.402949476265,3.0
b10902052,baseline6,3,0,5028.942361111111,4959.7875,5
b10902052,baseline7,0,0,3588.7734375,6403.0,0.0
b10902052,strong1,3,0,5725.23828125,4269.0,2
b10902052,strong2,0,0,4793.4375,5201.3125,0
b10902052,strong3,3,0,4169.0,3830.5,2
b10902052,strong4,2,0,4957.378679333768,5013.697486944445,0
b10902052,strong5,2,0,6851.865255719521,3142.0,0
b10902091,baseline1,3,0,3203.25,2793.46875,5
b10902091,baseline2,3,0,3400.25,2598.875,5
b10902091,baseline3,3,0,3030,2970,5
b10902091,baseline4,2,0,3442.1090955967184,6536.894201399057,3.0
b10902091,baseline5,3,0,4100.0,3900.0,5
b10902091,baseline6,2,0,5771.953333333333,4224.206666666667,3.0
b10902091,baseline7,1,0,2876.75,7119,1.5
b10902091,strong1,3,0,3165.0,4835.0,2
b10902091,strong2,2,0,4839.75,5158.0,0
b10902091,strong3,3,0,3137.0,2862.25,2
b10902091,strong4,3,0,5653.2472862561135,4329.421047367224,2
b10902091,strong5,2,0,4050.0,5948.0,0
b11902106,baseline1,3,0,4664,3334.4375,5
b11902106,baseline2,3,0,3965,4035,5
b11902106,baseline3,3,0,5100,4898.75,5
b11902106,baseline4,0,0,3253.99,6712.587875708452,0.0
b11902106,baseline5,2,0,4043,5957,3.0
b11902106,baseline6,3,0,4813.0,3187.0,5
b11902106,baseline7,0,0,3503,6497,0.0
b11902106,strong1,0,0,3855,6145,0
b11902106,strong2,2,0,6241,3759,0
b11902106,strong3,3,0,4010,3990,2
b11902106,strong4,2,0,4800.360303777778,5184.985222155555,0
b11902106,strong5,0,0,4365,5627.582849976296,0
b11902110,baseline1,3,0,5103,895.6875,5
b11902110,baseline2,3,0,4316,1681.46875,5
b11902110,baseline3,3,0,3380,2618.75,5
b11902110,baseline4,1,0,1850,8140.127380521743,1.5
b11902110,baseline5,2,0,3173,6821.460360517387,3.0
b11902110,baseline6,1,0,1945,8050.666666666666,1.5
b11902110,baseline7,3,0,5966,34,5
b11902110,strong1,3,0,3533,4467,2
b11902110,strong2,3,0,6065,3933.3,2
b11902110,strong3,3,0,3375,6625,2
b11902110,strong4,2,0,2485,7502.486000000001,0
b11902110,strong5,1,0,2819.0,7178.239216,0
b11902087,baseline1,3,0,5138.5,861.25,5
b11902087,baseline2,3,0,5988.25,4010.75,5
b11902087,baseline3,3,0,3226,2773.5,5
b11902087,baseline4,0,0,2526.6060606060605,7457.862440910749,0.0
b11902087,baseline5,2,0,4950,5048.170485396812,3.0
b11902087,baseline6,3,0,7081.0,2918.6666666666665,5
b11902087,baseline7,1,0,2762,7238,1.5
b11902087,strong1,3,0,4521,1479,2
b11902087,strong2,3,0,4990.0,3010.0,2
b11902087,strong3,3,0,3985,4015,2
b11902087,strong4,3,0,3706.4192355555556,6275.59267845679,2
b11902087,strong5,2,0,5099.0,4899.0,0
b10902104,baseline1,3,0,4130.144246197775,1866.4226423791592,5
b10902104,baseline2,3,0,5260.869202042284,2735.555479500413,5
b10902104,baseline3,3,0,3487.9210374312784,2508.3315125131257,5
b10902104,baseline4,2,0,3667.894182090726,6316.416973479431,3.0
b10902104,baseline5,3,0,6737.008261434485,3255.7071315287553,5
b10902104,baseline6,3,0,5265.605416325053,4729.967381237333,5
b10902104,baseline7,2,0,4409.168690854955,5571.0,3.0
b10902104,strong1,1,0,4519.106844355019,5474.614793265386,0
b10902104,strong2,1,0,5286.936935441492,4701.525340074808,0
b10902104,strong3,3,0,3977.9029857987525,2020.1378280484096,2
b10902104,strong4,3,0,3847.2775151333335,4138.143271533334,2
b10902104,strong5,2,0,5133.671650161798,4854.427893333333,0
b10902034,baseline1,3,0,4055,1934.25,5
b10902034,baseline2,3,0,3445.125,2553.0625,5
b10902034,baseline3,3,0,3387.078125,2610.0078125,5
b10902034,baseline4,3,0,4738.0,3251.843783092624,5
b10902034,baseline5,1,0,1926,8069.686525818612,1.5
b10902034,baseline6,3,0,4640.0,3356.0400000000004,5
b10902034,baseline7,3,0,6000,2000,5
b10902034,strong1,3,1,5984,4016,2
b10902034,strong2,1,0,2205,7794.0,0
b10902034,strong3,3,0,3835,2165,2
b10902034,strong4,1,0,1127.976,8856.694582446527,0
b10902034,strong5,1,0,2190,7804.492266880001,0
b10505029,baseline1,3,0,6460.8125,1536.953125,5
b10505029,baseline2,2,0,6556.875,3438.3359375,3.0
b10505029,baseline3,3,0,4360.296875,1637.6171875,5
b10505029,baseline4,1,0,4921.820112014455,5064.731674087734,1.5
b10505029,baseline5,0,0,4670,5330,0.0
b10505029,baseline6,3,0,6146.0,3854.0,5
b10505029,baseline7,2,0,4095,5900,3.0
b10505029,strong1,0,0,4805,5195,0
b10505029,strong2,1,0,4133,5867,0
b10505029,strong3,3,0,4175,3825,2
b10505029,strong4,3,0,6114.0235555555555,3868.5476049382714,2
b10505029,strong5,3,0,6945,3055,2
b10902033,baseline1,3,0,3052.375,2945.625,5
b10902033,baseline2,3,0,3048.0,2950.34375,5
b10902033,baseline3,2,0,4626.2109375,5369.0546875,3.0
b10902033,baseline4,3,0,5075.577691392653,4902.212242152062,5
b10902033,baseline5,2,0,4881.03140646336,5115.898692129732,3.0
b10902033,baseline6,3,0,5122.666666666666,4874.666666666666,5
b10902033,baseline7,2,0,5953.0,4047.0,3.0
b10902033,strong1,2,0,2325.0,7675.0,0
b10902033,strong2,2,0,4959.0,5039.6,0
b10902033,strong3,3,0,4175,3825,2
b10902033,strong4,2,0,4940.547771777778,5039.477145722222,0
b10902033,strong5,0,0,4877.211498666667,5113.3794839288885,0
b11902145,baseline1,3,0,5260.0,739.5,5
b11902145,baseline2,3,0,6000,0,5
b11902145,baseline3,3,0,3620.75,4378.375,5
b11902145,baseline4,3,0,6189.807385899143,3796.92920408096,5
b11902145,baseline5,3,0,6024.992717341831,3974.2394173873477,5
b11902145,baseline6,3,0,7034.555555555556,2960.0,5
b11902145,baseline7,3,0,5790,4210,5
b11902145,strong1,3,0,5270,4730,2
b11902145,strong2,1,0,4997,5003,0
b11902145,strong3,3,0,4210,3790,2
b11902145,strong4,3,0,4317.880777777778,3665.2423511649167,2
b11902145,strong5,3,0,6086.896,3910.0,2
b10902022,baseline1,3,0,3058,4939.890625,5
b10902022,baseline2,3,0,3270.625,2727.5,5
b10902022,baseline3,3,0,3040,2954.73046875,5
b10902022,baseline4,2,0,5000.03,4982.715371735994,3.0
b10902022,baseline5,3,0,3096.942249900505,2899.407236099616,5
b10902022,baseline6,3,0,3991.3244444444263,4001.2088888888884,5
b10902022,baseline7,2,0,4888,5112,3.0
b10902022,strong1,3,0,3557,2443,2
b10902022,strong2,2,0,4944,5056.0,0
b10902022,strong3,3,0,4225,3775,2
b10902022,strong4,0,0,2562.2017777777774,7416.440242320525,0
b10902022,strong5,1,0,3971.1334666666667,6019.569632356723,0
b09705048,baseline1,3,0,3392,2605.984375,5
b09705048,baseline2,3,0,4068,3930.1875,5
b09705048,baseline3,3,0,3076,2923.3125,5
b09705048,baseline4,2,0,2719.0053499855253,7250.753614545914,3.0
b09705048,baseline5,3,0,5122,4873.978006140293,5
b09705048,baseline6,3,0,5071.269297777778,4920.109297777778,5
b09705048,baseline7,1,0,5756,4244,1.5
b09705048,strong1,2,0,4161,5839,0
b09705048,strong2,2,0,5207,4792.5,0
b09705048,strong3,3,0,3883,4117,2
b09705048,strong4,0,0,3575.130325277778,6412.2301707407405,0
b09705048,strong5,2,0,4994.784556576556,5001.0,0
b10902113,baseline1,3,0,3449.5789140624997,2547.7447890625,5
b10902113,baseline2,3,0,3454.587890625,2540.412109375,5
b10902113,baseline3,3,0,3039.782470703125,2953.52197265625,5
b10902113,baseline4,1,0,3911.702713683878,6054.751305359448,1.5
b10902113,baseline5,3,0,3226.861343816067,2759.868370697101,5
b10902113,baseline6,3,0,3291.5728459259262,2702.7728459259256,5
b10902113,baseline7,3,0,5610.0,390.0,5
b10902113,strong1,2,0,3971.7761249999994,6022.446749999999,0
b10902113,strong2,3,0,5121.124628486022,4864.813315600088,2
b10902113,strong3,3,0,3235,4765.0,2
b10902113,strong4,3,0,4016.6968266744775,3962.6458497011527,2
b10902113,strong5,2,0,4895.316821637298,5081.0,0
b10902007,baseline1,2,0,3267.625,6726.34375,3.0
b10902007,baseline2,2,0,4015.0,5983.625,3.0
b10902007,baseline3,1,0,3836.671875,6157.7421875,1.5
b10902007,baseline4,1,0,4510.376626142026,5475.403134571999,1.5
b10902007,baseline5,1,0,4720,5279.356167501138,1.5
b10902007,baseline6,2,0,4938.444444444444,5061.444444444444,3.0
b10902007,baseline7,1,0,5771,4229,1.5
b10902007,strong1,2,1,6959,3041,2
b10902007,strong2,1,0,4867.0,5132.2,0
b10902007,strong3,3,0,3340,4660,2
b10902007,strong4,2,0,4799.571577777778,5186.132082777777,0
b10902007,strong5,1,0,5339.083066666667,4655.917977668398,0
b06401036,baseline1,3,0,5888,4108.25,5
b06401036,baseline2,3,0,7377,2622.5,5
b06401036,baseline3,3,0,5172,2826.9375,5
b06401036,baseline4,0,0,2845.4575400748913,7143.50667251065,0.0
b06401036,baseline5,2,0,4987.604941380527,5009.162760946208,3.0
b06401036,baseline6,3,0,5902,4090.6666666666665,5
b06401036,baseline7,1,0,3474,6526,1.5
b06401036,strong1,1,0,4090,5910,0
b06401036,strong2,2,0,5499,4501.0,0
b06401036,strong3,3,0,4023,3977,2
b06401036,strong4,2,0,5245.04825472,4745.841496533333,0
b06401036,strong5,2,0,5281.0,4719.0,0
b11902065,baseline1,3,0,4010.3125,3988.1875,5
b11902065,baseline2,3,0,4253.75,3744.4375,5
b11902065,baseline3,3,0,4030,3964.83203125,5
b11902065,baseline4,1,0,5221.912730113905,4759.665227309187,1.5
b11902065,baseline5,2,0,4748,5246.757058898688,3.0
b11902065,baseline6,3,0,3487.345679012346,2511.6790123456794,5
b11902065,baseline7,3,0,6928,1072,5
b11902065,strong1,3,0,4661,1339,2
b11902065,strong2,1,0,5135,4864.5,0
b11902065,strong3,3,0,3165,4835,2
b11902065,strong4,0,0,4891.841666666666,5087.152720555555,0
b11902065,strong5,2,0,5936.0,4057.86498035355,0
b10902053,baseline1,1,0,1696.455078125,8298.67919921875,1.5
b10902053,baseline2,2,0,4721.25,5274.087646484375,3.0
b10902053,baseline3,3,0,5131.75,4865.875,5
b10902053,baseline4,1,0,4122.696813730683,5854.714285111117,1.5
